intern_id,ElmID,Datum,Locatietype,SamengesteldeLegenda,VereenvoudigdeLegenda,ToevoegingLegenda,InterpretatieLegenda,AbiotiekLegenda,Oppervlakte,SbbType
648,13501,"10/14/13 00:00:00","v","09-13","7","e6+h3+q",,,9.7545000000000007e-02,"09-g"
649,13502,"10/14/13 00:00:00","v","09-13","7","e6+h3+q",,,8.8600999999999999e-02,"09-g"
652,13505,"10/14/13 00:00:00","v","39A-1","24","e6+v4",,,6.0505000000000010e-02,"39A-f"
653,13506,"10/14/13 00:00:00","v","39A-1","24","e6+v4",,,3.1194000000000000e-02,"39A-f"
654,13507,"10/14/13 00:00:00","v","09-13","7","e6+h4+q+v1",,,1.0468200000000000e-01,"09-g"
660,13513,"10/14/13 00:00:00","v","39A-2","25","e6+nt",,,4.1096000000000001e-02,"39A-f"
662,13515,"10/16/13 00:00:00","v","39A-1","24","e6+v4",,,1.3353499999999999e-01,"39A-f"
663,13516,"10/16/13 00:00:00","v","08C-11","6","e6+q",,,4.7119000000000001e-02,"08C-c"
664,13517,"10/16/13 00:00:00","v","39A1-1","22","e6",,,9.1880000000000003e-02,"39A1a"
665,13518,"10/16/13 00:00:00","v","09-13","7","e1+h4",,,1.7192700000000000e-01,"09-g"
670,13523,"10/16/13 00:00:00","v","39A1-1+39A-2","22","e6+nt",,,9.4087800000000010e-01,"39A1a+39A-f"
676,13529,"10/16/13 00:00:00","v","05C1-1","3","e1",,,3.2662999999999998e-02,"05C1"
677,13530,"10/16/13 00:00:00","v","39A-2","25","e6+nt",,,4.7218000000000003e-02,"39A-f"
683,13536,"10/16/13 00:00:00","v","39A1-1","22","e6+nt",,,4.6642999999999997e-02,"39A1a"
684,13537,"10/16/13 00:00:00","v","50A-1","1","e1+nt",,,7.6263999999999998e-02,"50A"
685,14001,"08/23/13 00:00:00","l",,"0",,,,,
686,14002,"08/23/13 00:00:00","v","36A2-3","21","e2+nt+v4",,,1.7679600000000001e-01,"36A2"
687,14003,"08/23/13 00:00:00","v","39A1-2","22","e2+nt",,,8.7952600000000003e-01,"39A1a"
688,14004,"08/23/13 00:00:00","v","40A-6","25","e1",,,4.1294700000000001e-01,"40A-c"
692,14008,"09/03/13 00:00:00","l",,"0",,,,,
698,14014,"09/03/13 00:00:00","v","39A-1","24","e6+v4",,,1.2677769999999999e+00,"39A-f"
700,14016,"09/03/13 00:00:00","l",,"0",,,,,
702,14018,"09/03/13 00:00:00","l",,"0",,,,,
704,14020,"09/03/13 00:00:00","v","300-2","28","e1+m",,,6.1503399999999997e-01,"300"
705,14021,"09/03/13 00:00:00","v","08B3-4","5","e6+q",,,2.2949000000000001e-02,"08B3c"
706,14022,"09/03/13 00:00:00","v","09A2-1","10","e6+h2+q",,,3.5123000000000001e-02,"09A2a"
707,14023,"09/03/13 00:00:00","v","39A-1","24","e6+v4",,,3.0116000000000004e-02,"39A-f"
708,14024,"09/03/13 00:00:00","v","36A2-2","21","e6+nt",,,6.3284000000000007e-02,"36A2"
709,14025,"09/03/13 00:00:00","v","09A2-6","10","e6+q+v3",,,5.6009000000000003e-02,"09A2a"
710,14026,"09/03/13 00:00:00","v","09A2-6","10","e6+v4",,,1.4457999999999999e-01,"09A2a"
711,14027,"09/03/13 00:00:00","v","09A2-2","10","e6+o2+v4",,,3.0465199999999998e-01,"09A2b"
712,14028,"09/03/13 00:00:00","v","09A2-6","10","e6+v3",,,3.7853999999999999e-02,"09A2a"
713,14029,"09/03/13 00:00:00","v","09A2-6","10","e6+h2+v4",,,8.1859000000000001e-02,"09A2a"
715,14031,"09/03/13 00:00:00","l",,"0",,,,,
716,14032,"09/03/13 00:00:00","v","09A2-6","10","e6+h4+v4",,,1.6805600000000001e-01,"09A2a"
718,14034,"09/03/13 00:00:00","v","09A2-6","10","e6+h3+q+v4",,,1.4073400000000000e-01,"09A2a"
720,14036,"09/03/13 00:00:00","v","09-13","7","e1+h4",,,7.0199999999999999e-02,"09-g"
723,14039,"09/03/13 00:00:00","v","39A-1","24","e6+v3",,,1.5134300000000001e-01,"39A-f"
724,14040,"09/03/13 00:00:00","v","39A-1","24","e6+nt+v3",,,2.4851300000000001e-01,"39A-f"
725,14041,"09/03/13 00:00:00","v","09A2-6","10","e6+nt+q+v3",,,8.2420999999999994e-02,"09A2a"
726,14042,"09/03/13 00:00:00","v","09A2-6","10","e6+nt+q+v3",,,2.1468099999999998e-01,"09A2a"
727,14043,"09/03/13 00:00:00","v","39A-4","23","e5",,,9.6112000000000003e-02,"39A-e"
728,14044,"09/03/13 00:00:00","v","09A2-2","10","e6+h2+v4",,,2.5953999999999999e-01,"09A2b"
730,14046,"09/03/13 00:00:00","v","08C-12","6","e6",,,1.4755900000000000e-01,"08C-b"
733,14049,"09/06/13 00:00:00","v","39A-4","23","e6",,,8.3469000000000002e-02,"39A-e"
735,14051,"09/06/13 00:00:00","v","32-9","19","e6+h2",,,1.2379300000000000e-01,"32-c"
739,14055,"09/06/13 00:00:00","v","09A2-6","10","e6+h3+v4",,,6.7058000000000006e-02,"09A2a"
740,14056,"09/06/13 00:00:00","v","09A2-6","10","e6+h3+v4",,,3.9044000000000002e-02,"09A2a"
741,14057,"09/06/13 00:00:00","l",,"0",,,,,
743,14059,"09/06/13 00:00:00","v","08B3-3","5","e6+o2",,,3.1385999999999997e-02,"08B3c"
746,14062,"09/06/13 00:00:00","v","09A2-1","10","e6+v4",,,2.5987000000000000e-02,"09A2a"
748,14064,"09/06/13 00:00:00","v","09A2-6","10","e6+h3+v4",,,8.4045999999999996e-02,"09A2a"
750,14066,"09/06/13 00:00:00","v","33-2","19","e6+nt+o4",,,1.2161400000000001e-01,"33/a"
752,14068,"09/06/13 00:00:00","v","39A-6","23","e1",,,1.2200400000000000e-01,"39A-d"
754,14070,"09/06/13 00:00:00","v","39A-4","23","e1",,,9.1990000000000002e-02,"39A-e"
756,14072,"09/06/13 00:00:00","v","39A-4","23","e6+nt",,,1.2309199999999998e-01,"39A-e"
757,14073,"09/06/13 00:00:00","v","08B3-4","5","e6+nt+q",,,1.4869599999999999e-01,"08B3c"
758,14074,"09/06/13 00:00:00","v","39A-2","25","e6+nt",,,3.9744000000000002e-02,"39A-f"
764,14080,"09/06/13 00:00:00","v","08-5","7","e1",,,3.1252000000000002e-02,"08-f"
771,14087,"09/12/13 00:00:00","v","40A-6","25","e1",,,4.1124099999999997e-01,"40A-c"
772,14088,"09/12/13 00:00:00","v","39A-6","23","e1",,,5.3578000000000001e-02,"39A-d"
773,14089,"09/12/13 00:00:00","v","16-5","14","e1+m",,,4.3221999999999997e-02,"16-g"
774,14090,"09/12/13 00:00:00","v","40A-6","25","e1",,,2.3392299999999999e-01,"40A-c"
1430,24014,"08/05/13 00:00:00","v","08B3-7+09A2-1","7","e1+h3+o2+v3",,,5.8048000000000002e-02,"08B3d+09A2a"
1431,24015,"08/05/13 00:00:00","v","09A2-6","10","e1+h3+v3",,,1.0501399999999998e-01,"09A2a"
1433,24017,"08/07/13 00:00:00","v","09A2-1","10","e1+o2+v4",,,6.0241000000000010e-02,"09A2a"
1435,24019,"08/07/13 00:00:00","v","09-9+09A2-2","11","e1+h2+o2",,,1.0174200000000000e-01,"09/c+09A2b"
1436,24020,"08/07/13 00:00:00","v","09-11","19","e1+r3",,,1.6591100000000000e-01,"09-g"
1437,24021,"08/09/13 00:00:00","v","09A2-2","10","e6+h2+o2+v4",,,2.4526900000000001e-01,"09A2b"
1438,24022,"08/09/13 00:00:00","v","09A2-2","10","e6+h2+o2+v4",,,1.3680899999999999e-01,"09A2b"
1440,24024,"08/09/13 00:00:00","v","09A2-2","10","e6+h2+v4",,,4.6708000000000000e-02,"09A2b"
1441,24025,"08/09/13 00:00:00","v","09A2-1","10","e6+h2+v4",,,1.0105500000000001e-01,"09A2a"
1443,24027,"08/09/13 00:00:00","v","09A2-6","10","e1+v4",,,2.8961000000000001e-02,"09A2a"
1444,24028,"08/09/13 00:00:00","v","09-13","7","e6+h2",,,8.8482000000000005e-02,"09-g"
1446,24030,"08/09/13 00:00:00","v","39A-2","25","e1",,,1.8682699999999999e-01,"39A-f"
1448,24032,"08/09/13 00:00:00","v","09-13","7","e1+h2",,,7.4614000000000000e-02,"09-g"
1451,24035,"08/09/13 00:00:00","v","08B3-3","5","e1+nt+q",,,1.0410100000000000e-01,"08B3c"
1452,24036,"08/11/13 00:00:00","v","39A-4","23","e2+q",,,8.4045999999999996e-02,"39A-e"
1454,24038,"08/11/13 00:00:00","l",,"0",,,,,
1455,24039,"08/11/13 00:00:00","l",,"0",,,,,
1457,24041,"08/12/13 00:00:00","v","32-9","19","e6+nt+q",,,1.3111600000000001e-01,"32-c"
1459,24043,"08/12/13 00:00:00","l",,"0",,,,,
1460,24044,"08/12/13 00:00:00","v","40A-4","25","e1",,,2.2653000000000000e-02,"40A-b"
1464,24048,"08/12/13 00:00:00","v","09-11","19","e1+v2",,,8.3042000000000005e-02,"09-g"
1472,24056,"08/12/13 00:00:00","v","32-9","19","e1",,,3.5748000000000002e-02,"32-c"
1474,24058,"08/12/13 00:00:00","v","08B3-3","5","e6+h2+t+v1",,,1.5903300000000001e-01,"08B3c"
1475,24059,"08/12/13 00:00:00","v","09-13","7","e1+h3",,,3.8793000000000001e-02,"09-g"
1477,24061,"08/12/13 00:00:00","v","08B3-3","5","e1+h2+v3",,,5.0666999999999997e-02,"08B3c"
1555,25038,"08/22/13 00:00:00","v","36A2-2","21","e1",,,2.7921600000000002e-01,"36A2"
1556,25039,"08/22/13 00:00:00","v","08-5","7","e1+q",,,1.5556100000000000e-01,"08-f"
1558,25041,"08/22/13 00:00:00","v","32-6","19","e1+q",,,2.8928599999999999e-01,"32-f"
1559,25042,"08/22/13 00:00:00","l",,"0",,,,,
1560,25043,"08/22/13 00:00:00","v","09-13","7","e1+h3+q",,,4.9722200000000005e-01,"09-g"
1562,25045,"08/22/13 00:00:00","v","36A2-2","21","e1",,,4.5106000000000000e-02,"36A2"
1569,25052,"08/22/13 00:00:00","v","39A-2","25","e1+v1",,,1.3950099999999999e-01,"39A-f"
1570,25053,"08/22/13 00:00:00","v","09A2-1","10","e1+h2+o3+v4",,,1.8657499999999999e-01,"09A2a"
1572,25055,"08/22/13 00:00:00","v","09A2-6","10","e1+h3+v4",,,1.3156499999999999e-01,"09A2a"
1575,25058,"08/22/13 00:00:00","v","05-1","2","e6+nt+q+v1",,,3.3738600000000002e-01,"05-d"
1576,25059,"08/22/13 00:00:00","v","09A2-1","10","e1+h2+o2+v4",,,1.5294300000000000e-01,"09A2a"
1578,25061,"08/22/13 00:00:00","v","08B3-3","5","e1+q+t+v1",,,2.9884999999999995e-02,"08B3c"
1580,25063,"08/22/13 00:00:00","v","32-9","19","e2+q",,,6.6239000000000006e-02,"32-c"
1583,25066,"08/22/13 00:00:00","v","09A2-6","10","e5+h2+t+v4",,,4.0739999999999998e-02,"09A2a"
1584,25067,"08/22/13 00:00:00","v","08B3-8","7","e1+q+v2",,,9.8252000000000006e-02,"08B3d"
1586,25069,"08/22/13 00:00:00","v","09A2-2","10","e1+o2+v4",,,6.2609700000000001e-01,"09A2b"
1588,25071,"08/22/13 00:00:00","v","08B3-5","5","e1+v1",,,5.0714000000000002e-02,"08B3b"
1589,25072,"08/22/13 00:00:00","v","36A2-2","21","e1",,,1.2254200000000001e-01,"36A2"
1593,26502,"08/01/13 00:00:00","v","16-5","14","e1+p4",,,6.6528000000000004e-02,"16-g"
1596,26505,"08/01/13 00:00:00","l",,"0",,,,,
1599,26508,"08/01/13 00:00:00","v","09-7","9","e6+v4",,,5.4991999999999999e-02,"09-j"
1602,26511,"08/01/13 00:00:00","v","09A2-4","10","e6+v4",,,1.1458799999999998e-01,"09A2b"
1603,26512,"08/01/13 00:00:00","v","09A2-1","10","e6+v4",,,4.5067999999999997e-02,"09A2a"
1605,26514,"08/01/13 00:00:00","v","09A2-4","10","e5+v4",,,3.4035000000000003e-02,"09A2b"
1606,26515,"08/23/13 00:00:00","v","09-13","7","e6+h3+o3+q+v2",,,1.1553900000000002e-01,"09-g"
1611,26520,"08/23/13 00:00:00","v","08C-9","5","e6+o3+q",,,1.5773300000000001e-01,"08C-e"
1612,26521,"08/23/13 00:00:00","v","09-7","9","e6+h2+v4",,,6.0213000000000003e-02,"09-j"
1616,26525,"08/23/13 00:00:00","v","09A2-5","10","e6+h2+v4",,,4.0434999999999999e-02,"09A2b"
1617,26526,"08/23/13 00:00:00","v","16-5","14","e1+m+p2",,,1.7674899999999999e-01,"16-g"
1618,26527,"08/23/13 00:00:00","v","16-5","14","e1+m+p2",,,1.1574600000000000e-01,"16-g"
1619,26528,"08/23/13 00:00:00","v","08B3-3+36A2-3","5","e6+h2+q",,,4.4038100000000002e-01,"08B3c+36A2"
777,14093,"09/12/13 00:00:00","v","40A-6","25","e6",,,2.9452999999999997e-02,"40A-c"
780,14096,"09/12/13 00:00:00","v","40A-6","25","e1",,,4.3838000000000002e-02,"40A-c"
782,15001,"09/10/13 00:00:00","v","50C-1","27","e1",,,1.0771699999999998e-01,"50C"
783,15002,"09/10/13 00:00:00","v","400-1","27","e1",,,2.7175000000000001e-02,"400"
784,15003,"09/10/13 00:00:00","v","50A-1","1","e1",,,5.2715999999999999e-02,"50A"
785,15004,"09/10/13 00:00:00","v","08C-11","6","e2+o4",,,6.1112000000000000e-02,"08C-c"
788,15007,"09/10/13 00:00:00","v","16-1","14","e1",,,4.1678900000000002e-01,"16-m"
790,15009,"09/10/13 00:00:00","v","33-1","20","e1",,,4.9824000000000000e-02,"33-a"
793,15012,"09/10/13 00:00:00","v","400-1","27","e1",,,5.7443000000000008e-02,"400"
794,15013,"09/10/13 00:00:00","v","400-1","27","e1",,,4.1005000000000000e-02,"400"
796,15015,"09/10/13 00:00:00","v","50A-1","1","e1",,,9.3094200000000005e-01,"50A"
797,15016,"09/10/13 00:00:00","v","32-8","19","e6",,,3.6679999999999997e-02,"32-a"
798,15017,"09/10/13 00:00:00","v","32-1","19","e1+r3",,,1.9570000000000001e-02,"32-a"
799,15018,"09/10/13 00:00:00","v","32-1","19","e1",,,3.2148999999999997e-02,"32-a"
800,15019,"09/10/13 00:00:00","v","32-8","19","e6+o3+p3",,,4.3886000000000001e-02,"32-a"
801,15020,"09/10/13 00:00:00","v","16-2","14","e1",,,1.6160500000000000e-01,"16-l"
802,15021,"09/10/13 00:00:00","l",,"0",,,,,
803,15022,"09/10/13 00:00:00","v","16-2","14","e1",,,1.5769300000000000e-01,"16-l"
804,15023,"09/10/13 00:00:00","v","50A-1","1","e1",,,5.7507100000000000e-01,"50A"
805,15024,"09/10/13 00:00:00","v","32-8","19","e6+o2",,,1.1417300000000000e-01,"32-a"
807,15026,"09/10/13 00:00:00","v","33-1","20","e1",,,4.4796999999999997e-02,"33-a"
809,15028,"09/10/13 00:00:00","v","33-1","20","e1",,,3.9040999999999999e-02,"33-a"
811,15030,"09/10/13 00:00:00","v","50C-1","27","e1",,,6.5655000000000005e-02,"50C"
812,15031,"09/10/13 00:00:00","v","08-2","4","e2",,,6.8353900000000001e-01,"08-f"
813,15032,"09/10/13 00:00:00","v","36A2-2","21","e2",,,1.8900400000000001e-01,"36A2"
814,15033,"09/10/13 00:00:00","v","08-2","4","e2+o3",,,1.1785100000000000e-01,"08-f"
815,15034,"09/10/13 00:00:00","v","50A-1","1","e1",,,1.0442659999999999e+00,"50A"
816,15035,"09/10/13 00:00:00","v","16-5","14","e1+p2+r2",,,6.6070000000000004e-02,"16-g"
817,15036,"09/10/13 00:00:00","v","05B3-1","2","e1",,,4.7761999999999999e-02,"05B3a"
819,15038,"09/10/13 00:00:00","v","05B3-1","2","e1",,,6.1954000000000009e-02,"05B3a"
821,15040,"09/10/13 00:00:00","v","09A2-6","10","e6+h2+v4",,,2.9796000000000000e-02,"09A2a"
824,15043,"09/10/13 00:00:00","v","09A2-2","10","e6+v4",,,1.6984500000000000e-01,"09A2b"
825,15044,"09/10/13 00:00:00","v","16-14","17","e6+m",,,6.6419000000000006e-02,"16A-e"
829,15048,"09/10/13 00:00:00","v","09B-4","5","e6",,,5.6125000000000001e-02,"09B-a"
831,15050,"09/10/13 00:00:00","l",,"0",,,,,
832,15051,"09/12/13 00:00:00","v","32-6","19","e6",,,3.7060999999999997e-02,"32-f"
833,15052,"09/12/13 00:00:00","v","09A2-2","10","e5+v4",,,2.1496899999999999e-01,"09A2b"
834,15053,"09/12/13 00:00:00","v","09A2-6","10","e5+h4+v3",,,9.7017999999999993e-02,"09A2a"
835,15054,"09/12/13 00:00:00","v","09B-4","5","e5+v2",,,9.8954000000000000e-02,"09B-a"
836,15055,"09/12/13 00:00:00","v","09B-4","5","e5+v2",,,1.3756000000000001e-02,"09B-a"
837,15056,"09/12/13 00:00:00","v","08B3-8","7","e1+m+p2",,,1.2859300000000001e-01,"08B3d"
838,15057,"09/12/13 00:00:00","v","09A2-2","10","e5+v4",,,3.7561999999999998e-02,"09A2b"
840,15059,"09/12/13 00:00:00","v","09A2-2","10","e5+v4",,,6.0837100000000000e-01,"09A2b"
841,15060,"09/12/13 00:00:00","v","11B2-4+09A2-1","13","e1+v4",,,2.1346000000000000e-02,"11B2+09A2a"
843,15062,"09/12/13 00:00:00","v","39A-2","25","e2+nt",,,3.0483000000000000e-02,"39A-f"
845,15064,"09/12/13 00:00:00","v","08B3-8","7","e1",,,7.4828000000000006e-02,"08B3d"
848,15066,"09/12/13 00:00:00","v","08B3-8","7","e1",,,6.1462000000000003e-02,"08B3d"
849,15067,"09/12/13 00:00:00","v","05B3-1","2","e1+nt",,,2.5463000000000000e-02,"05B3a"
850,15068,"09/12/13 00:00:00","v","09A2-2","10","e6+v4",,,1.1774410000000000e+00,"09A2b"
851,15069,"09/12/13 00:00:00","v","08B3-8","7","e5+q",,,1.4624200000000001e-01,"08B3d"
852,15070,"09/12/13 00:00:00","v","32-9","19","e6",,,3.6937999999999999e-02,"32-c"
855,15073,"09/12/13 00:00:00","v","09A2-6","10","e6+v4",,,2.8179199999999999e-01,"09A2a"
856,15074,"09/12/13 00:00:00","v","09A2-6","10","e6+h2+v4",,,5.9121000000000007e-02,"09A2a"
857,15076,"09/18/13 00:00:00","v","09A2-6","10","e5+h2+v4",,,5.7233000000000006e-02,"09A2a"
860,15079,"09/18/13 00:00:00","v","09A2-6","10","e6+h3+o2+q+v4",,,2.7699299999999999e-01,"09A2a"
861,15080,"09/18/13 00:00:00","v","09A2-5","10","e5+h2+v4",,,1.6676700000000000e-01,"09A2b"
862,15081,"09/18/13 00:00:00","v","09-13","7","e6+h4",,,1.2055700000000000e-01,"09-g"
864,15083,"09/18/13 00:00:00","v","09A2-6","10","e6+v4",,,1.9002600000000000e-01,"09A2a"
866,15085,"09/18/13 00:00:00","v","08B3-3","5","e6+nt+o2+q",,,5.4341899999999999e-01,"08B3c"
867,15086,"09/18/13 00:00:00","l",,"0",,,,,
868,15087,"09/18/13 00:00:00","v","08-2","4","e2+nt",,,3.2437000000000001e-02,"08-f"
871,15090,"09/18/13 00:00:00","v","08B3-4","5","e2+nt",,,6.1785000000000000e-02,"08B3c"
872,15091,"09/18/13 00:00:00","v","08-2","4","e2+nt",,,1.0227500000000000e-01,"08-f"
873,15092,"09/18/13 00:00:00","v","18-1","20","e1",,,9.2107999999999995e-02,"18-b"
877,15096,"09/18/13 00:00:00","v","09B-4","5","e6+h2",,,6.4975000000000005e-02,"09B-a"
880,15099,"09/18/13 00:00:00","v","08-2","4","e2+nt",,,6.3709000000000002e-02,"08-f"
883,15102,"09/18/13 00:00:00","v","09A2-6","10","e6+h2+v4",,,1.4981700000000001e-01,"09A2a"
884,15103,"09/18/13 00:00:00","v","09A2-2","10","e6+v4",,,3.2660299999999998e-01,"09A2b"
888,15107,"09/19/13 00:00:00","v","09-13","7","e5+h4",,,4.3541000000000003e-02,"09-g"
890,15109,"09/19/13 00:00:00","v","09A2-1","10","e6+h2+v4",,,3.6949000000000003e-02,"09A2a"
891,15110,"09/19/13 00:00:00","v","09A2-6","10","e6+h2+v4",,,8.4945999999999994e-02,"09A2a"
892,15111,"09/19/13 00:00:00","v","09A2-2","10","e6+h2+v4",,,3.2352900000000001e-01,"09A2b"
897,15116,"09/19/13 00:00:00","v","08B3-5","5","e6+h2+p2",,,5.6287000000000004e-02,"08B3b"
899,15118,"09/19/13 00:00:00","v","08C-9","5","e6+h2+p2",,,5.5961000000000004e-02,"08C-e"
904,15123,"09/19/13 00:00:00","v","50A-1","1","e1",,,1.1997000000000001e-02,"50A"
911,16001,"06/12/13 00:00:00","v","16B-5","14","e1+o3",,,2.9146999999999996e-02,"16B/c"
914,16004,"06/12/13 00:00:00","v","09-1","12","e1",,,4.1922000000000001e-02,"09-f"
915,16005,"06/12/13 00:00:00","v","08-5","7","e1",,,2.3180100000000003e-01,"08-f"
917,16007,"06/12/13 00:00:00","v","16A-4","17","e1+p2",,,6.9887000000000005e-02,"16A-a"
919,16009,"06/12/13 00:00:00","v","09-1","12","e1+h3",,,3.3496999999999999e-02,"09-f"
921,16011,"06/12/13 00:00:00","v","16B-5","14","e1",,,1.9084000000000000e-02,"16B/c"
922,16012,"06/12/13 00:00:00","v","08B3-4","5","e1+h3",,,5.4919000000000003e-02,"08B3c"
927,16017,"06/12/13 00:00:00","v","16B-4+09-1","15","e1+p2",,,2.9614999999999999e-02,"16B-e+09-f"
928,16018,"06/12/13 00:00:00","v","16B1-5","16","e1+p2",,,3.7199999999999997e-02,"16B1d"
931,16021,"06/12/13 00:00:00","v","16-9","15","e1",,,2.2074000000000000e-02,"16-a"
933,16023,"06/12/13 00:00:00","v","09-1","12","e1+h2+p1",,,1.0421500000000002e-01,"09-f"
935,16025,"06/12/13 00:00:00","v","09-13","7","e1+h2",,,4.8388000000000000e-02,"09-g"
936,16026,"06/12/13 00:00:00","v","12B-4","14","e1",,,2.7564000000000005e-02,"12B-k"
937,16027,"06/12/13 00:00:00","v","08-5","7","e1+q",,,1.9794700000000001e-01,"08-f"
938,16028,"06/12/13 00:00:00","v","08-5","7","e1",,,2.2412199999999999e-01,"08-f"
939,16029,"06/12/13 00:00:00","v","08-5","7","e1",,,4.3991000000000002e-02,"08-f"
940,16030,"06/12/13 00:00:00","v","09-1","12","e1+h2+p2",,,6.5904000000000004e-02,"09-f"
943,16503,"09/02/13 00:00:00","v","40A-2","24","e1+v3",,,2.2245399999999999e-01,"40A-c"
959,16519,"09/02/13 00:00:00","v","32-9","19","e1",,,6.3913999999999999e-02,"32-c"
961,16521,"09/02/13 00:00:00","v","08C-10","6","e1+q",,,7.9396999999999995e-02,"08C-a"
962,16522,"09/02/13 00:00:00","v","01A2-1","2","e1",,,3.1488400000000000e-01,"01A2"
966,16526,"09/02/13 00:00:00","v","08B3-3","5","e1+o4+q",,,9.7153000000000003e-02,"08B3c"
974,16534,"09/02/13 00:00:00","v","08C-11","6","e1+t",,,7.7683000000000002e-02,"08C-c"
975,16535,"09/02/13 00:00:00","v","08B3-4","5","e1+o4+v1",,,8.8710999999999998e-02,"08B3c"
976,16536,"09/02/13 00:00:00","v","09A2-6","10","e2+nt+q+v4",,,6.6604999999999998e-02,"09A2a"
977,16537,"09/02/13 00:00:00","v","08B3-3","5","e2+h2+q+t+v2",,,8.2548999999999997e-02,"08B3c"
978,16538,"09/02/13 00:00:00","v","08B3-3+40A-3","5","e2+nt+q+t+v3",,,1.5407000000000001e-01,"08B3c+40A-a"
980,16540,"09/09/13 00:00:00","v","08C-11","6","e1+q+v1",,,5.2103999999999998e-02,"08C-c"
983,16543,"09/09/13 00:00:00","v","08B3-3","5","e1+t+v3",,,1.0233900000000000e-01,"08B3c"
1002,16562,"09/12/13 00:00:00","v","08-5","7","e1+nt+o2+q",,,4.2493700000000001e-01,"08-f"
1004,16564,"09/12/13 00:00:00","v","08-5","7","e1+nt+q",,,8.5574499999999987e-01,"08-f"
1014,17006,"08/30/13 00:00:00","v","36A2-1","21","e1",,,2.9169299999999998e-01,"36A2"
1015,17007,"08/30/13 00:00:00","v","50A-1","1","e1",,,4.3300159999999996e+00,"50A"
1016,17008,"08/30/13 00:00:00","v","16-5","14","e1",,,1.7868999999999999e-01,"16-g"
1020,17012,"08/30/13 00:00:00","v","50A-1","1","e1",,,3.7571489999999996e+00,"50A"
1022,17014,"08/30/13 00:00:00","v","36A2-3","21","e1",,,4.0952000000000002e-02,"36A2"
1023,17015,"08/30/13 00:00:00","v","32-4","19","e1+r4",,,2.2446400000000000e-01,"32-e"
1024,17016,"08/30/13 00:00:00","v","29-1","27","e1",,,1.1365599999999999e-01,"29-c"
1027,17019,"08/30/13 00:00:00","v","32-4","19","e1+r4",,,8.3833000000000005e-02,"32-e"
1029,17021,"08/30/13 00:00:00","v","08-5","7","e1",,,5.1740999999999995e-02,"08-f"
1032,17025,"08/30/13 00:00:00","v","08-5","7","e1+q",,,6.8339999999999998e-02,"08-f"
1035,17028,"09/02/13 00:00:00","v","08B3-4","5","e1+q",,,9.2766000000000001e-02,"08B3c"
1036,17029,"09/02/13 00:00:00","v","32-9","19","e1+q",,,1.4853500000000000e-01,"32-c"
1038,17031,"09/06/13 00:00:00","l",,"0",,,,,
1042,17035,"09/06/13 00:00:00","v","08C1-3+08B3-3","4","e2+h2+o2+q+t",,,2.7352599999999999e-01,"08C1c+08B3c"
1051,17044,"09/06/13 00:00:00","v","50A-1","1","e1",,,2.4855309999999999e+00,"50A"
1052,17045,"09/06/13 00:00:00","v","36A2-2","21","e1",,,3.6803000000000002e-02,"36A2"
1053,17046,"09/06/13 00:00:00","v","08-6","7","e1",,,2.5197000000000001e-02,"08-a"
1054,17501,"06/12/13 00:00:00","v","08C-2","6","e1+p4+q",,,1.0991900000000000e-01,"08C-a"
1056,17503,"06/12/13 00:00:00","v","09A-1+08C-2","12","e1+p2+q",,,6.4147999999999997e-02,"09A-a+08C-a"
1057,17504,"06/12/13 00:00:00","v","09-11","19","e1+h4+p2",,,9.9528000000000005e-02,"09-g"
1058,17505,"06/12/13 00:00:00","v","08-5","7","e1",,,1.4748500000000000e-01,"08-f"
1061,17508,"06/12/13 00:00:00","v","16B1-2","16","e1+p3",,,5.8768000000000008e-02,"16B1a"
1063,18001,"09/19/13 00:00:00","v","09-13","7","e6+h4",,,2.9560500000000001e-01,"09-g"
1066,18004,"09/19/13 00:00:00","v","32-9","19","e1+q",,,8.5107000000000002e-02,"32-c"
1070,18008,"09/20/13 00:00:00","v","08B3-4","5","e6+q",,,1.1292700000000000e-01,"08B3c"
1072,18010,"09/20/13 00:00:00","v","09A2-6","10","e5+v4",,,2.2596799999999997e-01,"09A2a"
1073,18011,"09/20/13 00:00:00","v","32-10","19","e1+m",,,2.2959000000000000e-02,"32-e"
1076,18014,"09/20/13 00:00:00","v","09A2-6","10","e6+q+v4",,,1.3244500000000001e-01,"09A2a"
1078,18016,"09/20/13 00:00:00","v","16-5","14","e1+m+r2",,,1.6567699999999999e-01,"16-g"
1079,18017,"09/20/13 00:00:00","l",,"0",,,,,
1080,18018,"09/20/13 00:00:00","v","32-4","19","e1+m+r4",,,8.4498799999999996e-01,"32-e"
1081,18019,"09/20/13 00:00:00","l",,"0",,,,,
1082,18020,"09/20/13 00:00:00","l",,"0",,,,,
1085,18023,"09/20/13 00:00:00","l",,"0",,,,,
1086,18024,"09/20/13 00:00:00","v","08B3-3","5","e6+h2+v1",,,1.3155400000000000e-01,"08B3c"
1088,18026,"09/20/13 00:00:00","v","08B3-3","5","e6+h3",,,2.5523200000000001e-01,"08B3c"
1092,18030,"09/20/13 00:00:00","v","09A2-2","10","e6+v4",,,6.9259700000000002e-01,"09A2b"
1097,18035,"09/20/13 00:00:00","v","50A-1","1","e1",,,1.7774000000000002e-02,"50A"
