Cata_ID,Versie,Code,KlasseNaamNed,VerbRGNaamNed,AssocRGNaamNed,SubAssocNaamNed,LandTypeNed,LandTypeWet,Vervallen,Vervangbaarheid,VVNCode,VVNNaam
390,2.0020000000000000e+03,"09C-b","KLASSE DER KLEINE ZEGGEN","Knopbiesverbond","RG Armbloemige waterbies (verbindt met Lolio-Potentillion)","nvt","RG Armbl. waterbies-[Knopbies-v/Zilverschoon-vb]","RG Eleocharis quinquefl-[Caricion dav/Lo-Potent]",0,2,"nvt","Parvocaricetea"
391,2.0020000000000000e+03,"12B-b","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Armbloemige waterbies (verbindt met Lolio-Potentillion)","nvt","RG Armbl. waterbies-[Knopbiesvb/Zilverschoon-vb]","RG Eleocharis quinquefl-[Caricion dav/Lo-Potent]",0,2,"nvt","Plantaginetea majoris"
392,2.0020000000000000e+03,"14-d","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Zandstruisgras en Ruig haarmos","nvt","nvt","RG Zandstruisgr-R.haarmos-[K.dr.gras/K.hei.gras]","RG Agrostis vin-Polytrichum pili-[Koel-Cor/Nard]",0,3,"nvt","Koelerio-Corynephoretea"
393,2.0020000000000000e+03,"19-b","KLASSE DER HEISCHRALE GRASLANDEN","RG Zandstruisgras en Ruig haarmos","nvt","nvt","RG Zandstruisgr-R.haarmos-[K.dr.gras/K.hei.gras]","RG Agrostis vin-Polytrichum pili-[Koel-Cor/Nard]",0,3,"nvt","Koelerio-Corynephoretea"
394,2.0000000000000000e+03,"100","OVERIGE BOSSEN EN STRUWELEN","nvt","nvt","nvt","Overige ruigten","Overige ruigten",1,,,
395,2.0000000000000000e+03,"200","OVERIGE RUIGTEN","nvt","nvt","nvt","Overige ruigten","Overige ruigten",1,,,
396,2.0020000000000000e+03,"300","NVT","nvt","nvt","nvt","nvt","nvt",0,5,,
397,2.0020000000000000e+03,"400","VOORLOPIG ONBEKEND","nvt","nvt","nvt","VOORLOPIG ONBEKEND","nvt",0,5,,
399,2.0020000000000000e+03,"31B3","BIJVOET-KLASSE","Kaasjeskruid-verbond","Associatie van Ballote en andere Netels","nvt","Associatie van Ballote en andere Netels","Balloto-Arctietum",0,5,"31AB03","Balloto-Arctietum"
430,2.0020000000000000e+03,"39A2b","KLASSE DER ELZENBROEKBOSSEN","Elzen-verbond","Elzenzegge-Elzenbroek","subassociatie van Bittere veldkers","Elzenzegge-elzenbroek, subass. Bittere veldkers","Carici elongatae-Alnetum cardaminetosum amarae",0,1,"39Aa2b","Carici elongatae-Alnetum cardaminetosum amarae"
440,2.0020000000000000e+03,"32A1","KLASSE DER NATTE STROOISELRUIGTEN","Moerasspirea-verbond","Associatie van Moerasspirea en Valeriaan","nvt","Associatie van Moerasspirea en Valeriaan","Valeriano-Filipenduletum",0,5,"32Aa",
447,2.0020000000000000e+03,"22-a","KLASSE DER VLOEDMERK-GEMEENSCHAPPEN","RG Zeeraket","nvt","nvt","RG Zeeraket-[Klasse d vloedmerk-gemeenschappen]","RG Cakile maritima-[Cakiletea maritimae]",0,3,"22-RG1-[22Ab]","RG Cakile maritima-[Cakiletea maritimae]"
449,2.0020000000000000e+03,"22A1a","KLASSE DER VLOEDMERK-GEMEENSCHAPPEN","Strandmelde-verbond","Strandmelde-associatie","Typische subassociatie","Strandmelde-associatie, typische subassociatie","Atriplicetum littoralis typicum",0,3,"22Aa1a","Atriplicetum littoralis typicum"
450,2.0020000000000000e+03,"22A1b","KLASSE DER VLOEDMERK-GEMEENSCHAPPEN","Strandmelde-verbond","Strandmelde-associatie","Subassociatie van Akkerdistel","Strandmelde-associatie, subassoc. v Akkerdistel","Atriplicetum littoralis cirsietosum",0,3,"22Aa1b","Atriplicetum littoralis cirsietosum"
453,2.0020000000000000e+03,"22B1a","KLASSE DER VLOEDMERK-GEMEENSCHAPPEN","Loogkruid-verbond","Associatie van Loogkruid en Zeeraket","Typische subassociatie","Assoc. v Loogkruid en Zeeraket, typische subass.","Salsolo-Cakiletum maritimae typicum",0,1,"22Ab1a","Salsolo-Cakiletum maritimae typicum"
454,2.0020000000000000e+03,"22B1b","KLASSE DER VLOEDMERK-GEMEENSCHAPPEN","Loogkruid-verbond","Associatie van Loogkruid en Zeeraket","Subassociatie van Gelobde melde","Ass. Loogkruid en Zeeraket, subass. Gelob. melde","Salsolo-Cakiletum atriplicetosum laciniatae",0,1,"22Ab1b","Salsolo-Cakiletum maritimae atriplicetosum laciniatae"
456,2.0020000000000000e+03,"23A1","HELM-KLASSE","Biestarwegras-verbond","Biestarwegras-associatie","nvt","Biestarwegras-associatie","Honckenyo-Agropyretum juncei",0,1,"23Aa1","Honckenyo-Agropyretum juncei"
459,2.0020000000000000e+03,"23B1a","HELM-KLASSE","Helm-verbond","Helm -associatie van Helm & Zandhaver","Typische subassociatie","Associatie v Helm en Zandhaver, typische subass.","Elymo-Ammophiletum typicum",0,1,"23Ab1a","Elymo-Ammophiletum typicum"
460,2.0020000000000000e+03,"23B1b","HELM-KLASSE","Helm-verbond","Helm -associatie van Helm & Zandhaver","Subassociatie van Duinzwenkgras","Associatie v Helm en Zandhaver, sub Duinzwenkgr.","Elymo-Ammophiletum festucetosum",0,1,"23Ab1b","Elymo-Ammophiletum festucetosum"
461,2.0020000000000000e+03,"23B1c","HELM-KLASSE","Helm-verbond","Helm -associatie van Helm & Zandhaver","Soortenarme subassociatie","Associatie v Helm en Zandhaver, srt.arme subass.","Elymo-Ammophiletum inops",0,1,"23Ab1a","Elymo-Ammophiletum typicum"
462,2.0020000000000000e+03,"24A1","SLIJKGRAS-KLASSE","Slijkgras-verbond","Associatie van Klein slijkgras","nvt","Associatie van Klein slijkgras","Spartinetum maritimae",0,1,"24Aa1","Spartinetum maritimae"
463,2.0020000000000000e+03,"24A2","SLIJKGRAS-KLASSE","Slijkgras-verbond","Associatie van Engels slijkgras","nvt","Associatie van Engels slijkgras","Spartinetum townsendii",0,3,"24Aa2","Spartinetum townsendii"
464,2.0020000000000000e+03,"25A-a","ZEEKRAAL-KLASSE","Zeekraal-verbond","RG Schorrekruid (verbindt met Puccinelion)","nvt","RG Schorrekruid-[Zeekraal-vb/Vb.Gew.kweldergras]","RG Suaeda maritima-[Th-Salicornion/Puccinellion]",0,1,"25Aa3","Suaedetum maritimae"
465,2.0020000000000000e+03,"25A1","ZEEKRAAL-KLASSE","Zeekraal-verbond","Associatie van Langarige zeekraal","nvt","Associatie van Langarige zeekraal","Salicornietum dolichostachyae",0,1,"25Aa1","Salicornietum dolichostachyae"
467,2.0020000000000000e+03,"26-a","ZEEASTER-KLASSE","RG Schorrezoutgras","nvt","nvt","RG Schorrezoutgras-[Zeeaster-klasse]","RG Trichlochin maritima-[Asteretea tripolii]",0,1,"26-RG3-[26]","RG Triglochin maritima-[Asteretea tripolii]"
468,2.0020000000000000e+03,"26-b","ZEEASTER-KLASSE","RG Heen","nvt","nvt","RG Heen-[Zeeaster-klasse]","RG Scirpus maritimus-[Asteretea tripolii]",0,1,"26-RG1-[26]","RG Scirpus maritimus-[Asteretea tripolii]"
469,2.0020000000000000e+03,"26-c","ZEEASTER-KLASSE","RG Zeealsem","nvt","nvt","RG Zeealsem-[Zeeaster-klasse]","RG Artemisia maritima-[Asteretea tripolii]",0,1,"26Ac5","Artemisietum maritimae"
470,2.0020000000000000e+03,"26-d","ZEEASTER-KLASSE","RG Strandkweek","nvt","nvt","RG Strandkweek-[Zeeaster-klasse]","RG Elymus athericus-[Asteretea tripolii]",0,3,"26Ac6","Atriplici-Elytrigietum pungentis"
471,2.0020000000000000e+03,"26-e","ZEEASTER-KLASSE","RG Zeerus & Zilt torkruid","nvt","nvt","RG Zeerus - Zilt torkruid-[Zeeaster-klasse]","RG Oenanthe lach.-Juncus mar.-[Asteretea trip.]",0,3,"26Ac7","Oenantho lachenalii-Juncetum maritimi"
472,2.0020000000000000e+03,"26A-a","ZEEASTER-KLASSE","Verbond van Gewoon kweldergras","RG Fiorin en Gewoon kweldergras","nvt","RG Fiorin - Gewoon kweldgras-[Vb. Gew. kweldgr.]","RG Agrostis stolon. - Puccinellia-[Puccinellion]",0,3,"26Aa1c","Puccinellietum maritimae agrostietosum"
473,2.0020000000000000e+03,"26A-b","ZEEASTER-KLASSE","Verbond van Gewoon kweldergras","RG Zulte","nvt","RG Zulte-[Verbond van Gewoon kweldergras]","RG Aster tripolium-[Puccinellion maritimae]",0,3,"26-RG4-[26Aa]","RG Aster tripolium-[Puccinellion maritimae]"
476,2.0020000000000000e+03,"26A1a","ZEEASTER-KLASSE","Verbond van Gewoon kweldergras","Associatie van Gewoon kweldergras","Typische subassociatie","Associatie v Gewoon kweldgras, typische subass.","Puccinellietum maritimae typicum",0,1,"26Aa1a","Puccinellietum maritimae typicum"
477,2.0020000000000000e+03,"26A1b","ZEEASTER-KLASSE","Verbond van Gewoon kweldergras","Associatie van Gewoon kweldergras","Subassociatie van Dunstaart","Assoc. v Gewoon kweldgras, subass. v Dunstaart","Puccinellietum maritimae parapholidetosum",0,1,"26Aa1b","Puccinellietum maritimae parapholidetosum"
478,2.0020000000000000e+03,"26A2","ZEEASTER-KLASSE","Verbond van Gewoon kweldergras","Associatie van Lamsoor & Zeeweegbree","nvt","Associatie van Lamsoor en Zeeweegbree","Plantagini-Limonietum",0,1,"26Aa2","Plantagini-Limonietum"
481,2.0020000000000000e+03,"26B1a","ZEEASTER-KLASSE","Verbond van Stomp kweldergras","Associatie van Stomp kweldergras","Typische subassociatie","Associatie v Stomp kweldgras, typische subass.","Puccinellietum distantis typicum",0,1,"26Ab1a","Puccinellietum distantis typicum"
482,2.0020000000000000e+03,"26B1b","ZEEASTER-KLASSE","Verbond van Stomp kweldergras","Associatie van Stomp kweldergras","Subassociatie van Varkensgras","Assoc. v Stomp kweldgras, subass. v Varkensgras","Puccinellietum distantis polygonetosum",0,1,"26Ab1b","Puccinellietum distantis polygonetosum"
483,2.0020000000000000e+03,"26B2","ZEEASTER-KLASSE","Verbond van Stomp kweldergras","Associatie van Blauw kweldergras","nvt","Associatie van Blauw kweldergras","Puccinellietum fasciculatae",0,1,"26Ab2","Puccinellietum fasciculatae"
484,2.0020000000000000e+03,"26B3","ZEEASTER-KLASSE","Verbond van Stomp kweldergras","Associatie van Bleek kweldergras","nvt","Associatie van Bleek kweldergras","Puccinellietum capillaris",0,1,"26Ab3","Puccinellietum capillaris"
486,2.0020000000000000e+03,"26C-a","ZEEASTER-KLASSE","Verbond van Engels gras","RG Engels gras & Rood zwenkgras","nvt","RG Engels gras - Rood zwenkgras-[Vb Engels gras]","RG Armeria maritima - Festuca rubra-[Armerion]",0,3,"26Ac2","Armerio-Festucetum litoralis"
487,2.0020000000000000e+03,"26C-b","ZEEASTER-KLASSE","Verbond van Engels gras","RG Rood zwenkgras","nvt","RG Rood zwenkgras-[Verbond van Engels gras]","RG Festuca rubra-[Armerion maritimae]",0,3,"26Ac2","Armerio-Festucetum litoralis"
490,2.0020000000000000e+03,"26C1a","ZEEASTER-KLASSE","Verbond van Engels gras","Associatie van Zilte rus","Typische subassociatie","Associatie van Zilte rus, typische subassociatie","Juncetum gerardi typicum",0,1,"26Ac1a","Juncetum gerardi typicum"
491,2.0020000000000000e+03,"26C1b","ZEEASTER-KLASSE","Verbond van Engels gras","Associatie van Zilte rus","Subassociatie van Vertakte leeuwetand","Ass. v Zilte rus, subass. v Vertakte leeuwetand","Juncetum gerardi leontodontetosum",0,1,"26Ac1b","Juncetum gerardi leontodontetosum"
492,2.0020000000000000e+03,"26C2","ZEEASTER-KLASSE","Verbond van Engels gras","Kwelderzegge-associatie","nvt","Kwelderzegge-associatie","Junco-Caricetum extensae",0,1,"26Ac3","Junco-Caricetum extensae"
493,2.0020000000000000e+03,"26C3","ZEEASTER-KLASSE","Verbond van Engels gras","Associatie van Rode bies","nvt","Associatie van Rode bies","Blysmetum rufi",0,1,"26Ac4","Blysmetum rufi"
494,2.0020000000000000e+03,"27A1","ZEEVETMUUR-KLASSE","Zeevetmuur-verbond","Associatie van Zeevetmuur & Deens Lepelblad","nvt","Associatie van Zeevetmuur en Deens Lepelblad","Sagino maritimae-Cochlearietum danicae",0,1,"27Aa1b","Sagino maritimae-Cochlearietum danicae juncetosum"
495,2.0020000000000000e+03,"27A2","ZEEVETMUUR-KLASSE","Zeevetmuur-verbond","Associatie van Strandduizendguldenkruid en Krielparnassia","nvt","Ass. Strandduizendguldenkruid en Krielparnassia","Centaurio-Saginetum",0,1,"27Aa2c","Centaurio-Saginetum epilobietosum"
497,2.0020000000000000e+03,"28A1","DWERGBIEZEN-KLASSE","Dwergbiezen-verbond","Draadgentiaan-associatie","nvt","Draadgentiaan-associatie","Cicendietum filiformis",0,1,"28Aa1","Cicendietum filiformis"
499,2.0020000000000000e+03,"28A3","DWERGBIEZEN-KLASSE","Dwergbiezen-verbond","Grondster-associatie","nvt","Grondster-associatie","Digitario-Illecebretum",0,1,"28Aa4","Digitario-Illecebretum"
500,2.0020000000000000e+03,"29-a","TANDZAAD-KLASSE","RG Blaartrekkende boterbloem [Bidentetea/Phragmitetea]","nvt","nvt","RG Blaartrekkende boterbloem-[Tandzaad-klasse]","RG Ranunculus sceleratus-[Bidentetea tripartit.]",0,5,"29-RG1-[29/8]","RG Ranunculus sceleratus-[Bidentetea tripartitae/Phragmitetea]"
501,2.0020000000000000e+03,"29-b","TANDZAAD-KLASSE","RG Watergras [Bidentetea/Phragmitetea]","nvt","nvt","RG Watergras-[Tandzaad-klasse]","RG Catabrosa aquatica-[Bidentetea tripartitae]",0,5,,
503,2.0020000000000000e+03,"29A1","TANDZAAD-KLASSE","Tandzaad-verbond","Associatie van Waterpeper & Tandzaad","nvt","Associatie van Waterpeper en Tandzaad","Polygono-Bidentetum",0,5,"29Aa1","Polygono-Bidentetum"
504,2.0020000000000000e+03,"29A2","TANDZAAD-KLASSE","Tandzaad-verbond","Associatie van Goudzuring & Moerasandijvie","nvt","Associatie van Goudzuring en Moerasandijvie","Rumicetum maritimi",0,4,"29Aa2b","Rumicetum maritimi chenopodietosum"
505,2.0020000000000000e+03,"29A3","TANDZAAD-KLASSE","Tandzaad-verbond","Associatie van Ganzevoeten en Beklierde duizendknoop","nvt","Associatie v Ganzevoeten, Beklierde duizendknoop","Chenopodietum rubri",0,5,"29Aa3a","Chenopodietum rubri spergularietosum"
506,2.0020000000000000e+03,"29A4","TANDZAAD-KLASSE","Tandzaad-verbond","Slijkgroen-associatie","nvt","Slijkgroen-associatie","Eleocharito acicularis-Limoselletum",0,1,"29Aa4","Eleocharito acicularis-Limoselletum"
508,2.0020000000000000e+03,"30-b","KlASSE DER AKKERGEMEENSCHAPPEN","RG Echte kamille & Grote klaproos","nvt","nvt","RG Echte kamille -Grote klaproos-[Kl. akkergem.]","RG Matricaria recut.-Papaver rhoe.[Stellarietea]",0,4,"30RG02","RG Matricaria recutita-Papaver rhoeas-[Papaveretalia rhoeadis]"
509,2.0020000000000000e+03,"30-c","KlASSE DER AKKERGEMEENSCHAPPEN","RG Dauwnetel","nvt","nvt","RG Dauwnetel-[Klasse der akkergemeenschappen]","RG Galeopsis speciosa-[Stellarietea mediae]",0,4,"30RG04","RG Galeopsis speciosa-[Sperguletalia arvensis]"
510,2.0020000000000000e+03,"30-d","KlASSE DER AKKERGEMEENSCHAPPEN","RG Eenjarige hardbloem","nvt","nvt","RG Eenjarige hardbloem-[Kl. akkergemeenschappen]","RG Scleranthus annuus-[Stellarietea mediae]",0,4,"30RG05","RG Scleranthus annuus-[Sperguletalia arvensis]"
511,2.0020000000000000e+03,"30A1","KlASSE DER AKKERGEMEENSCHAPPEN","Naaldekervel-verbond","Stoppelleeuwenbekjes-associatie","nvt","Stoppelleeuwenbekjes-associatie","Kickxietum spuriae",0,3,"30AA01","Kickxietum spuriae"
512,2.0020000000000000e+03,"30A2","KlASSE DER AKKERGEMEENSCHAPPEN","Naaldekervel-verbond","Nachtkoekoeksbloem-associatie","nvt","Nachtkoekoeksbloem-associatie","Papaveri-Melandrietum noctiflori",0,3,"30AA02","Papaveri-Melandrietum noctiflori"
513,2.0020000000000000e+03,"30B1","KlASSE DER AKKERGEMEENSCHAPPEN","Verbond van Duivekervel en Kroontjeskruid","Associatie van Grote ereprijs & Witte krodde","nvt","Associatie van Grote ereprijs en Witte krodde","Veronico-Lamietum hybridi",0,4,"30AB01","Veronico-Lamietum hybridi"
514,2.0020000000000000e+03,"30B2","KlASSE DER AKKERGEMEENSCHAPPEN","Verbond van Duivekervel en Kroontjeskruid","Tuinbingelkruid-associatie","nvt","Tuinbingelkruid-associatie","Mercurialietum annuae",0,4,"30AB02","Mercurialietum annuae"
516,2.0020000000000000e+03,"30C-a","KlASSE DER AKKERGEMEENSCHAPPEN","Windhalm-Verbond","RG Echte kamille & Gewone spurrie","nvt","RG Echte kamille - Gewone spurrie-[Windhalm-vb.]","RG Matricaria recutita - Spergula arv.-[Aperion]",0,4,"30RG03","RG Matricaria recutita-Spergula arvensis-[Aperion spicae-venti]"
517,2.0020000000000000e+03,"30C-b","KlASSE DER AKKERGEMEENSCHAPPEN","Windhalm-Verbond","RG Smalle wikke en Ringelwikke","nvt","RG Smalle wikke - Ringelwikke-[Windhalm-verbond]","RG Vicia sativa nigra - Vicia hirsuta-[Aperion]",0,4,"30RG06","RG Vicia angustifolia-Vicia hirsuta-[Aperion spicae-venti]"
518,2.0020000000000000e+03,"30C1","KlASSE DER AKKERGEMEENSCHAPPEN","Windhalm-Verbond","Korensla-associatie","nvt","Korensla-associatie","Sclerantho annui-Arnoseridetum",0,4,"30BA01","Sclerantho annui-Arnoseridetum"
519,2.0020000000000000e+03,"30C2","KlASSE DER AKKERGEMEENSCHAPPEN","Windhalm-Verbond","Associatie van Ruige klaproos","nvt","Associatie van Ruige klaproos","Papaveretum argemones",0,4,"30BA02","Papaveretum argemones"
520,2.0020000000000000e+03,"30D1","KlASSE DER AKKERGEMEENSCHAPPEN","Verbond van Vingergras en Naaldaar","Associatie van Gele ganzebloem","nvt","Associatie van Gele ganzebloem","Spergulo arvensis-Chrysanthemetum",0,5,"30BB01","Spergulo arvensis-Chrysanthemetum"
521,2.0020000000000000e+03,"30D2","KlASSE DER AKKERGEMEENSCHAPPEN","Verbond van Vingergras en Naaldaar","Hanepoot-associatie","nvt","Hanepoot-associatie","Echinochloo-Setarietum",0,5,"30BB02","Echinochloo-Setarietum"
523,2.0020000000000000e+03,"31-b","BIJVOET-KLASSE","RG Grote zandkool","nvt","nvt","RG Grote zandkool-[Bijvoet-klasse]","RG Diplotaxis tenuifolia-[Artemisietea vulgaris]",0,4,"31RG02","RG Diplotaxis tenuifolia-[Artemisietea vulgaris]"
524,2.0020000000000000e+03,"31-c","BIJVOET-KLASSE","RG Akkerwinde","nvt","nvt","RG Akkerwinde-[Bijvoet-klasse]","RG Convolvulus arvensis-[Artemisietea vulgaris]",0,4,"31RG03","RG Convolvulus arvensis-[Artemisietea vulgaris]"
525,2.0020000000000000e+03,"31-d","BIJVOET-KLASSE","RG Kweek","nvt","nvt","RG Kweek-[Bijvoet-klasse]","RG Elymus repens-[Artemisietea vulgaris]",0,5,"31RG04","RG Elymus repens-[Artemisietea vulgaris]"
526,2.0020000000000000e+03,"31-e","BIJVOET-KLASSE","RG Akkerdistel","nvt","nvt","RG Akkerdistel-[Bijvoet-klasse]","RG Cirsium arvense-[Artemisietea vulgaris]",0,5,"31RG05","RG Cirsium arvense-[Artemisietea vulgaris]"
528,2.0020000000000000e+03,"31-g","BIJVOET-KLASSE","RG Oeverstekelnoot en Kweek (verbindt met Plantaginetea)","nvt","nvt","RG Oeverstekelnoot-Kweek-[Weegbree-kl/Bijvoet-k]","RG Xanthium or-Elymus rep-[Plantag/Artemisietea]",0,4,"31RG07","RG Xanthium orientale-Elymus repens-[Artemisietea vulg./Plantaginetea maj.]"
529,2.0020000000000000e+03,"31-h","BIJVOET-KLASSE","RG Cichorei (verbindt met Arrhenatheretea)","nvt","nvt","RG Cichorei-[Klasse vocht. grasland/Bijvoet-kl.]","RG Cichorium intybus-[Mol-Arrhenat/Artemisietea]",0,4,"31RG08","RG Cichorium intybus-[Agropyretalia repentis/Arrhenatheretalia]"
530,2.0020000000000000e+03,"31-i","BIJVOET-KLASSE","RG Grote kaardebol en Kweek (verbindt met Arrhenatheretea)","nvt","nvt","RG Grote kaardebol-Kweek-[Kl.vo.gras/Bijvoet-kl]","RG Dipsacus f-Elymus rep-[Mol-Arrh/Artemisietea]",0,4,"31RG09","RG Dipsacus fullonum-Elymus repens-[Agropyretalia rep./Arrhenatheretalia]"
531,2.0020000000000000e+03,"31A1","BIJVOET-KLASSE","Verbond van Kleverig kruiskruid","Vlieszaad-associatie","nvt","Vlieszaad-associatie","Bromo-Corispermetum",0,5,"31AA01","Bromo-Corispermetum"
532,2.0020000000000000e+03,"31A2","BIJVOET-KLASSE","Verbond van Kleverig kruiskruid","Associatie van Raketten en Kompassla","nvt","Associatie van Raketten en Kompassla","Erigeronto-Lactucetum",0,5,"31AA02","Erigeronto-Lactucetum"
534,2.0020000000000000e+03,"31B2","BIJVOET-KLASSE","Kaasjeskruid-verbond","Kruipertjes-associatie","nvt","Kruipertjes-associatie","Hordeetum murini",0,5,"31AB02","Hordeetum murini"
536,2.0020000000000000e+03,"31C1","BIJVOET-KLASSE","Verbond van Distels en Ruwbladigen","Slangekruid-associatie","nvt","Slangekruid-associatie","Echio-Verbascetum",0,5,"31Ba1","Echio-Verbascetum"
538,2.0020000000000000e+03,"31D2","BIJVOET-KLASSE","Wormkruid-verbond","Kweekdravik-associatie","nvt","Kweekdravik-associatie","Bromo inermis-Eryngietum campestris",0,5,"31Ca2","Bromo inermis-Eryngietum campestris"
540,2.0020000000000000e+03,"32-b","KLASSE DER NATTE STROOISELRUIGTEN","RG Harig wilgeroosje","nvt","nvt","RG Harig wilgeroosje-[Kl. natte strooiselruigt.]","RG Epilobium hirsutum-[Convolvu.-Filupenduletea]",0,5,"32RG02","RG Epilobium hirsutum-[Convolvulo-Filipenduletea]"
541,2.0020000000000000e+03,"32-c","KLASSE DER NATTE STROOISELRUIGTEN","RG Haagwinde & Riet","nvt","nvt","RG Haagwinde - Riet-[Kl. natte strooiselruigten]","RG Calystegia sep. - Phragmites a-[Conv.-Filup.]",0,5,"32RG03","RG Calystegia sepium-Phragmites australis-[Convolvulo-Filipenduletea]"
542,2.0020000000000000e+03,"32-d","KLASSE DER NATTE STROOISELRUIGTEN","RG Bitterzoet & Riet","nvt","nvt","RG Bitterzoet - Riet-[Kl. natte strooiselruigt.]","RG Solanum dulcamara-Phragmites a-[Conv.-Filup.]",0,5,"32RG04","RG Solanum dulcamara-Phragmites australis-[Convolvulo-Filipenduletea]"
544,2.0020000000000000e+03,"32-f","KLASSE DER NATTE STROOISELRUIGTEN","RG Grote brandnetel","nvt","nvt","RG Brandnetel-[Klasse d natte strooiselruigten]","RG Urtica dioica-[Convolvulo-Filipenduletea]",0,5,"32RG06","RG Urtica dioica-[Convolvulo-Filipenduletea]"
545,2.0020000000000000e+03,"32-g","KLASSE DER NATTE STROOISELRUIGTEN","RG Heelblaadjes (verbindt met Lolio-Potentillion)","nvt","nvt","RG Heelblaadjes-[Zilv.sch-v/K.nat.strooiselruig]","RG Pulicaria dysenterica-[Lo-Potent/Conv-Filup]",0,4,"32RG07","RG Pulicaria dysenterica-[Convolvulo-Filipenduletea/Agrostietalia stolonife"
546,2.0020000000000000e+03,"32-h","KLASSE DER NATTE STROOISELRUIGTEN","RG Grote engelwortel","nvt","nvt","RG Grote engelwortel-[Kl. natte strooiselruigt.]","RG Angelica archangelica-[Convo.-Filupenduletea]",0,5,"32RG08","RG Angelica archangelica-[Epilobion hirsuti]"
547,2.0020000000000000e+03,"32/a","KLASSE DER NATTE STROOISELRUIGTEN","DG Late guldenroede","nvt","nvt","DG Late guldenroede-[Kl. natte strooiselruigten]","DG Solidago gigantea-[Convolvulo-Filipenduletea]",0,5,"32DG01","DG Solidago gigantea-[Epilobion hirsuti]"
549,2.0020000000000000e+03,"32B1","KLASSE DER NATTE STROOISELRUIGTEN","Verbond van Harig wilgeroosje","Rivierkruiskruid-associatie","nvt","Rivierkruiskruid-associatie","Valeriano-Senecionetum fluviatilis",0,5,"32Ba",
550,2.0020000000000000e+03,"32B2","KLASSE DER NATTE STROOISELRUIGTEN","Verbond van Harig wilgeroosje","Moerasmelkdistel-associatie","nvt","Moerasmelkdistel-associatie","Soncho-Epilobietum hirsuti",0,5,"32Ba",
551,2.0020000000000000e+03,"32B3","KLASSE DER NATTE STROOISELRUIGTEN","Verbond van Harig wilgeroosje","Associatie van Strandkweek en Heemst","nvt","Associatie van Strandkweek en Heemst","Oenantho-Althaeetum",0,5,"32Ba",
